"공원번호","공원명","공원개요","면적","개원일","주요시설","주요식물","안내도","오시는길","이용시참고사항","이미지","지역","공원주소","관리부서","전화번호","X좌표(GRS80TM)","Y좌표(GRS80TM)","X좌표(WGS84)","Y좌표(WGS84)","바로가기"
"87","오금근린공원","오금공원은 지하철 5호선 오금역에 인접해 있으며 가락동 송파경찰서 대각선 방향 오금동 송파우체국 건너편에 자리하고 있다. 오금공원은 해발200m의 야산을 친환경적으로 조성한 공원으로 갖가지 나무와 꽃 잔디가 어우러져 몸과 마음을 상쾌하게 해준다. 또한 야생 초화류 30여정과 자생 관목류 20종이 자라고 있는 자연학습장이 조성되어 있어 산책을 하며 다양한 식물을 관찰할 수 있다. 광장 5곳과 어린이놀이터 산책로 9코스가 있어 지역주민들의 발길이 끊임없이 이어지고 있으며 운동장 정구장 수영장 배드민턴장 게이트볼장 체력단련장 인라인하키장 등의 운동시설은 인근 주민들과 학생들의 체력단련 및 휴식처로 사랑받고 있다.","219167㎡ 곰두리체육센터 : 7370㎡(지하2층 지상3층) 송파도서관 : 8259㎡(지하1층 지상4층) ","1990.10.30","곰두리체육센터 송파도서관 테니스장 배드민턴장 게이트볼장 자연학습관찰로 삼림욕장 ","","http://parks.seoul.go.kr/cheditor/attach/20110216/EfOcDPhJ.jpg","지하철 5호선 오금역 2번 출구에서 횡단보도 건너 오른쪽으로 100m 직진 5호선 5호선 개롱역 1번 출구에서 횡단보도 건너 송파우체국방향으로 100m 직진  버스(G 지선 B 간선 R 광역 Y 순환) 오금공원앞 가락레미안앞 하차 G 3215 3219 3313 3314 3315 3417 ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1861","송파구","서울특별시 송파구 오금로 363 오금근린공원 ","송파구청 공원녹지과","02-400-0978","211638.552","444566.65","127.1323957","37.5038715",""
"89","오동근린공원","오동공원은 서울 강북구와 성북구에 걸쳐 있으며 강북 번동?미아동 외 5개 동과 성북구 월곡동에 걸쳐 있는 대단위 공원으로 수림이 잘 형성되어 있어 인근 주택단지에 주거하고 있는 주민들의 휴식과 운동 장소로 이용되고 있다. 일부 지역인 드림랜드는 2007년 10월 강북 대형공원 조성계획으로 드림랜드 내 전체 시설물(놀이시설 및 운동시설 등)은 철거되고 2008년 8월까지 설계용역 완료하여 공원 조성계획 변경 후 2012년까지 강북 대형공원을 조성할 계획이며 나머지 지역은 휴양과 운동 그리고 편익시설을 갖춘 체계적이고 효율적인 공원이다.","1349556.4㎡ ","1987.4.27","배드민턴장 운동장 체력단련시설","","http://parks.seoul.go.kr/template/common/img/park_info/73_odong/odong_guide.jpg","지하철 4호선 수유역 : 2번출구 ⇒ 마을버스 9번 11번 이용 강북구민운동장에서 하차 오동공원 이용 주공아파트 508동 하차 오동공원 이용  버스(G 지선 B 간선 R 광역 Y 순환) B 150번 142번 140번 등 강북구청(수유역)에서 하차 ⇒ 수유역 2번출구 ⇒ 마을버스 9번 11번 이용  주차장 공원 옆 강북구민운동장 유료주차장 이용하시면 됩니다. ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1862","강북구","서울특별시 강북구 번동 산20-1","강북구청 푸른도시과","02-901-6923","202722.755","459142.960","127.0317269","37.6327957",""
"90","봉산도시자연공원","서울시 은평구와 경기도 고양시에 걸쳐위치하고 있는 공원으로 남으로 매봉산 월드컵공원 동으로 백련산 북한산과 연결되는 주택가 생활권 주변에 위치한 공원이다. 가장 높은 봉우리가 210m로 경사가 완만하고 접근이 쉬워 산정상과 능선을 따라 등산로가 발달되어 많은 주민들이 이용하고 있으며 주요 시설로는 1459년 창건된 조성왕조의 전통사찰인 수국사와 약수터 4개소 주요 등산로변에 운동.편의시설 600여점이 설치되어 등산객 등 이용자에게 편의를 제공하고 있다.  봉산은 산 이름에서 느낄 수 있듯이 예로부터 주요 통신수단의 하나인 봉화가 변방에서 중앙으로 전달되는 매우 중요한 길목이었다. 문헌에 나타난 기록을 체계적으로 발굴.정리하여 봉수대를 건립코자 추진중에 있으며 조선왕조의 예종 숙종을 비롯한 왕후의 묘(창릉 명릉 익릉 홍릉 경릉)가 있는 서오능이 인근에 위치하고 있다.","1511198㎡","1977.7.14 ","산책로9㎞ 전시관 1동 운동시설","","","지하철 6호선 응암역 새절역 증산역 수색역 이용  버스(G 지선 B 간선 R 광역 Y 순환) G 7017 7715 7212  접근방법(교통) 제1등산로 : 경의선 수색역(1번출구) - 도보 10분 제2등산로 : 지하철 6호선 증산역(3번출구) - 도보 10분         ※ 주 등산로만 작성 ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  일반사항 산을 이용하는 시민들은 주로 제1등산로와 제2등산로 등을 이용하고 있으며 인근지역 주민들이 이용객의 대부분을 차지하고 있습니다. 현재 봉산도시자연공원 증산지구내 공원이용객 및 주민들을 위한 주차시설을 조성완료하여 타지역 이용객들의 접근성을 높이고 있으며 대중교통 이용객들을 위하여 증산역에서 봉산 주 등산로로 향하는 서울둘레길 안내표시가 설치되어 있어 등산객들의 편의성이 높은 편입니다.(※ 대중교통 이용객들을 위한 안내 표시가 일부 주 등산로까지 설치되어 있습니다.) ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1863","은평구","서울특별시 은평구 구산동 산61","은평구청 공원녹지과","02-351-8003","192210.059","456538.055","126.9020153","37.604071",""
"91","온수도시자연공원","서울시의 남서 측 양천구와 구로구에 걸쳐 있고 경기도는 부천시와 접하고 있으며 남쪽으로 경인국도 동쪽으로 남부순환로 북쪽으로 경인 고속국도와 접하여 접근이 매우 용이하고 1971년 공원으로 지정되었으며 임상이 양호하며 식생이 다양하게 잘 보존된 전형적인 자연형 공원으로 년 180000여 명의 시민이 이용하고 있으며 등산로 주변에 약수터와 배드민턴장 체력단련장 의자 등 휴게시설과 철봉 허리 돌리기등 운동기구가 등산로 곳곳에 설치되어 많은 시민들로부터 좋은 반응을 얻고 있다.   ","1097565㎡","1971.8.6","배드민턴장 체력단련장 철봉 허리돌리기 등 운동기구","","http://parks.seoul.go.kr/template/common/img/park_info/74_onsu/onsu_guide.jpg","지하철 1호선 개봉역 2번출구>마을버스02 종점하차(개봉중) 미소들병원 방향(도보5분)  버스(G 지선 B 간선 R 광역 Y 순환) G6613 ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1864","구로구","서울특별시 구로구 개봉동 산2-60","구로구청 공원녹지과","02-860-2396","185881.953","444742.911","126.83695","37.5002598",""
"92","봉은공원","봉은사가 위치하고 있어 불교 관련 체험행사가 풍부하며 대방광불화엄경(大方廣佛華嚴經) 수소연의 초판 秋史 金正喜가 만년에 쓴 '板殿' 현판과 선불당이 문화재로 지정되어 있는 사적공원이다.","328018㎡","1971.8.6","奉恩寺 도심 한가운데 있는 奉恩寺는 그 외형적 규모뿐 아니라 역사적으로 서울의 대표적인 사찰로 알려져 있다. 일제시대에는 서울과 경기 일원의 80여 사찰을 관장하던 본사였고 조선시대에는 억불정책에도 불구하고 선종의 수사찰(首寺刹)로 한국불교의 명맥을 유지하는데 결정적 공헌을 해온 곳이다. 선불당(選佛堂) 봉은사 대웅전 한단 아래 왼쪽에 자리잡고 있는 선불당은 대중을 위한 禪房으로1941년 심검당이 있던 자리에 중건된 것이다. 선불당은 계율을 일러주는 곳 혹은 선법.교법을 닦는 곳이다. 秋史 金正喜의 '板殿' 현판 (서울시 유형문화재 제76호: 1991년 5월28일 지정) 봉은사에 있는 화엄경소를 비롯한 15종 3438매의 많은 목판본을 보관하기 위하여 세워진 전각인 판전의 정면 어칸의 처마에 걸려 있는 편액이다. 이 편액은 추사 김정희(1786~1856?)의 말년 작품으로 왼쪽에 세로로 '칠십일과병중작(칠십일과병중작)'이라 쓰여진 바와 같이 그가 71세때 병중에 쓴 글씨로 유명하다. 대방광불화엄경(大方廣佛華嚴經) 수소연의 초판 (서울시 유형문화재 제84호: 1992년 12월28일 지정) 봉은사 판전에 보관되어 있는 총 15종 3438판의 목판본 중 3133판이 바로 대방광불화엄경이다. 대승불교의 대표적 경전이라 할 수 있는 이 화엄경판은 처음 중국 당나라의 실차난타와 징관이 각각 번역하고 찬한 것으로 흔히 '화엄경'으로 줄여 부른다. 주된 내용은 부처님이 성도한 깨달음의 내용을 그대로 나타내고 있는 경전으로 여러 대승불교의 경전 가운데서도 교학적.사상적으로 불교의 핵심을 가장 깊게 담고 있다는 평가를 받고 있다. ","","","지하철 2호선 삼성역 하차 7호선 청담역 하차 도보로 10분 소요 ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1865","강남구","서울특별시 강남구 삼성동 75","김재무","02-2104-1902","205055.257","446107.569","127.0554961","37.5139026",""
"93","올림픽공원","1988년 서울올림픽을 기념하기 위해 조성된 곳으로 6개의 경기장이 있는 체육공원과 백제초기 문화유적인 몽촌토성을 중심으로 크게 두 지역으로 나누어져 있다. 올림픽공원은 야외조각공원을 겸하고 있어 세계 유명 조각 작품들을 만나볼 수도 있고 88놀이마당 음악 분수 등 휴식공간이 조성되어 있다.","총 1447122㎡","1988","몽촌토성 음악분수 올림픽회관 지구촌공원 피크닉장 88마당 체육관","","http://parks.seoul.go.kr/template/common/img/park_info/75_olympic/olympic_guide.jpg","지하철 2호선 잠실역 성내역 5호선 올림픽공원역 8호선 몽촌토성역  버스(G 지선 B 간선 R 광역 Y 순환) G21-2 21-3 21-5 571 522 418 30-5 212 813-2 ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1866","송파구","서울특별시 송파구 올림픽로 424 (방이동)","국민체육진흥공단","02-410-1114","210704.492","446848.357","127.122959","37.520934",""
"94","와룡근린공원","와룡근린공원은 삼청근린공원 창경근린공원 북악산 도시자연공원이 연접해 있는곳으로 용(龍)이 길게 누워있는 형상을 하여 와룡동이라고도 하고 1914년 부제(府制) 실시에 따라 이전 중부 정선방의 이동(泥洞) 누동(樓洞) 수문동(水門洞) 승문동(承文洞) 마동(麻洞)의 각 일부를 병합하여 창덕궁 돈화문이 있는 지대이므로 나라의 상서(祥瑞)인 와룡(臥龍) 봉익(鳳翼)의 이름을 따서 와룡동이라고 하며 동에서 서로 길게 늘어져 있다. 와룡근린공원은 토심이 얕아 수목생육이 어렵고 아카시나무 등으로 산림이 조성되었으나 주민들이 생명의나무 천만그루 심기 행사에 스스로 참여하여 수목을 심고 가꾸어 푸르름과 계절별 아름다운 꽃이 피는 공원으로 변모하고 있다.","207790㎡ ","1984.4.1","말바위 테니스장 노천탕","","http://parks.seoul.go.kr/template/common/img/park_info/76_waryong/waryong_guide.jpg","지하철 4호선 대학로역 하차 혜화초등학교행 마을버스  버스(G 지선 B 간선 R 광역 Y 순환)","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1867","종로구","서울특별시 종로구 와룡공원길 192 (우) 03063","종로구청 공원녹지과","02-2148-4150","199375.724","454648.216","126.9901672","37.5907944",""
"95","봉화산근린공원","봉화산은 중랑구 묵동.신내동.상봉동에 접하여 있고 정상까지 높이는 160.1m로 평지에 돌출되어 있는 독립구릉이다. 동쪽에 아차산 주능선이 있는 것을 제외하고는 북쪽으로 불암산.도봉산과 양주 일대까지 잘 조망되며 서쪽과 남쪽으로도 높은 산이 없어 남산과 한강 이남지역도 조망할 수 있는 지역이다. 봉화산은 일명 '봉우재'라고 불리는데 1963.1.1일부로 경기도 양주군 구리면에서 서울시에 편입되었고 봉화산이라는 이름으로 봉화와 관련 있는 지역임을 알 수 있으며 지난 1994년 11월 7일 봉수대를 복원하였다.","1018689㎡","1977.7.9","봉수대 등","소나무잦나무아까시산철쭉개나리벚나무","http://parks.seoul.go.kr/template/common/img/park_info/40_bongwha/bongwha_guide.jpg","지하철 6호선 봉화산역 4번출구  버스(G 지선 B 간선 R 광역 Y 순환) 중랑구립도서관체육관 하차 G 1122 1221 2113 2223 2234 중랑구청 하차 G1122 2223 B 241A 273  주차장 주차가능 수 : 35 대 주차장 면적 : 800㎡ ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1868","중랑구","서울특별시 중랑구 묵동 산46-1","중랑구청 공원녹지과","02-435-0069","207704.380","456624.859","127.0923625","37.6106404",""
"96","북악산도시자연공원","1968년 1.21사태이후 일반인 출입이 전면 통제 되었으나 2006.4.1숙정문 일대를 일부 개방한데 이어 2007.4.5 일반에 전면 개방되었다. 탐방객은 매주 월요일을 제외하고 하절기 4월부터 10월까지 오전 9시부터 오후 3시 동절기 11월부터 3월까지 오전 10시부터 오후3시까지 입산이 가능하며 신분증 지참하고 현지에서 출입 신청서 제출 후 관람 가능하며 관람료는 무료입니다.","954553㎡","1963.12.21","현재 북악은 청와대가 있어 일반인의 등산이 금지되어 있으나 1967년까지는 청와대 뒤의 북악 일대도 가벼운 등산길이었다. 그러나 1968년 1월 21일 북한 무장공비들이 이곳까지 침투해 온 사건이 발생하여 수도권 경비강화를 목적으로 북악스카이웨이를 만들고 등산길은 폐쇄하였다.   숙정문과 창의문 사이에는 성곽옆에 1.21사태 소나무가 생육중이다.   북악산도시자연공원에는 서울성곽 18.627km의 탐방코스중 4대문 중 북대문인 숙정문에서  4소문중 북소문인 창의문 구간 약 2km의 코스가 있다.   창의문 외곽에는 북악산도시자연공원은 아니지만 자연경관보호지역으로 백사실계곡이 인접하여 있다. ","수 목 : 소나무단풍나무느티나무팥배나무 외 30여종","http://parks.seoul.go.kr/template/common/img/park_info/42_bukak/bukak_guide.jpg","말바위 안내소  지하철 3호선 안국역 2번출구 → 지선(초록)버스 종로02번 탑승 4호선 → 지선(초록)버스 종로 08번 탑승  버스(G 지선 B 간선 R 광역 Y 순환) 종점(성균관대후문)에서 하차 후 걸어서 10분 와룡공원 도착 → 서울성곽 따라 걸어서 20분 G 종로02번 종점(명륜3가)에서 하차 후 걸어서 10분 와룡공원 도착 → 성곽을 따라 걸어서 20분 G 종로 08번  숙정문 안내소  지하철 4호선 한성대 입구 6번출구 → 지선(초록)버스 1111번 2112번 탑승  버스(G 지선 B 간선 R 광역 Y 순환) 종점(명수학교)에서 하차 후 걸어서 10분 별도의 주차공간 제공이 없는점을 감아하여 대중교통을 이용하여 주시기 바랍니다.  G 1111번 2112번  창의문 안내소  지하철 3호선 경북궁역 3번출구  버스(G 지선 B 간선 R 광역 Y 순환) 지하문고개 하차후 걸어서 2분 G 0212 1020 7022 ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1869","종로구","서울특별시 종로구 부암동 산2-6","종로구청 공원녹지과","02-2148-2843","197674.654","454875.702","126.9737295","37.5929992",""
"98","북한산국립공원","북한산 도시자연공원은 크게 2개 지역으로 나누어져 있는데 은평구 녹번동과 서대문구 홍은동 지역에 위치하고 또한 종로구 평창동과 구기동 성북구 정릉동 성북동에 광범위하게 분포되어 있다. 북한산은 원래 하나의 공원이었으나 1983년 주요 지역의 대부분이 북한산국립공원으로 지정됨에 다라 면적도 좁아지고 분산되었다. 1968년 개통된 북악스카이웨이 능선을 따라 팔각정에 다다르면 예전 신혼여행의 추억에 잠겨 찾는 관광객 및 서울시민들의 데이트 코스로도 유명하다. 북악스카이웨이 좌우 측에는 소나무 단풍나무 장미 야생 초화 등 새로 단장되어 한껏 아름다운 분위기를 자아낸다.","1667848㎡","1983.4.2","","수 목 : 소나무단풍나무  초 화 : 장미 ","http://parks.seoul.go.kr/upload/seditorMulti/201605261644525699af81-b70b-4d5b-8ccd-f1acbe4ad61a.png","승용차 문의처 : 국립공원관리공단 북한산공원관리사무소 02)909-0497~8  주차장 주차가능 수 : 88대 주차장 면적 : 2000㎡ ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1870","강북구","서울특별시 종로구 은평구 서대문구 성북구 강북구 도봉구 일대 경기도 의정부 양주군 고양시 일대","국립공원관리공단 북한산사무소","02-2148-2834","197794.632","459148.384","127.000938","37.624549",""
"99","외국인묘지공원","묘지 사잇길에는 20여 개의 벤치와 편의시설들이 있어 산책과 사색의 공간으로 손색이 없으며 외국인으로 우리나라 발전에 기여한 역사적 인물들과 그들의 사살을 묘비를 통해 만나볼 수 있다. 또 백 년이 넘는 동안 공원에는 아름드리나무들이 우거져 묘지라기보다 그저 외국의 어느 아름다운 공원을 산책하는 기분이 드는데 가끔씩 이국적 풍경을 촬영하기 위해 영화 관계자들이 찾기도 하는 이곳은 3만 6천 명(내국인 3만 명 외국인 6천 명)이 다녀가는 특색 있는 공원이다. 또한 공원 내에는 기념관이 있어 전시 보관된 순교 외국인들의 유물과 유품들을 볼 수 있으며 외국인 교회에서는 주일마다 외국인 등의 예배가 열리고 있다.","13224㎡","1965.5.6","묘지 517기 휴게시설 편의시설 녹지대","은행나무 등 20여종의 교목 및 관목 3109주","http://parks.seoul.go.kr/upload/seditorMulti/20160809110239c8e51669-f48f-45fd-b942-c0f1e12f35cd.png","지하철 2호선 합정역 4번출구  버스(G 지선 B 간선 R 광역 Y 순환) B361 ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1871","마포구","서울특별시 마포구 양화진길 46(외국인묘지공원)","마포구청 공원녹지과","02-3153-9554","192167.931","449671.831","126.911414","37.546797",""
"100","불광근린공원","북측으로는 수려한 북한산이 위치하고 서측으로는 봉산 월드컵공원 등 녹지축에 이어 수도 서울의 자랑인 한강과 이어지며 통일로 불광로 등 간선도로와 주거 밀집지역으로 둘려 쌓여 있는 도심 생활권내 근린공원이다. 공원을 중심으로 주택 학교 등 다중이용시설이 밀집되어 있어주민들에게는 산책과 여가활용 장소로 학생들에게는 자연학습 장소로 활용되고 있는 등 실질적인 근린생활자의 녹지 쉼터로 이용되고 있다. 주요시설로는 380석 규모의 구립도서관이 공원 산자락에 위치하고 운동시설과 편익시설 72점이 주요 등산로변에 설치되어 이용객에게 편의을 제공하고 있다.","130345㎡","1977.7.14 ","도서관 산책로 실외배드민턴장 등","","http://parks.seoul.go.kr/tiny_mce/view/2015/01/19/1421626176037729000.jpg","지하철 3호선 6호선 연신내역 3번 출구 불광미성아파트 뒤  버스(G 지선 B 간선 R 광역 Y 순환) G 7723 7211 B 720 571  문의처 02)351-8001~8006 ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1872","은평구","서울특별시 은평구 불광동 산33-1","은평구청 공원녹지과","02-351-8004","193822.483","457501.131","126.9298962","37.6188016",""
"101","불암산도시자연공원","불암산은 서울과 경기 남양주의 경계를 이루며 덕릉고개를 사이에 두고 수락산과 이웃하고 있는 산이다. 불암산은 사암으로 된 산이라 수목이 울창하지는 않지만 능선은 기암으로 이어지고 봄의 철쭉은 화원을 연상케 한다. 북한산과 더불어 암벽등산 훈련 코스로 적당한 곳이어서 휴일이면 암벽 장비를 둘러맨 클라이머들이 끊이지 않고 찾는다. 정상에서는 북한산 도봉산 비봉 보현봉 등이 눈앞에 펼쳐진다.","5332422㎡","1977.7.9","등산로 및 휴게시설","소나무 상수리나무 서나무 오리나무 팥배나무 등","","지하철 4호선 상계역 하차 도보 10분거리 불암산 방향  문의처 노원구청 공원녹지과 (02)2116-3942~68  주차장(불암산 주차장) 위 치 : 중계동 산26번지 면 적 : 2000㎡(약606평) 주차면수 : 67면   접근방법(교통) 제1등산로 : 4호선 당고개역 하차 (도보로 15~20분 소요) 제5등산로 : 4호선 상계역 하차   (도보로 10~15분 소요) 제9등산로 : 6호선 화랑대역 하차 (도보로 10~15분 소요)   ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1873","노원구","서울특별시 노원구 한글비석로12길 51-33(불암산공원) ","노원구청 공원녹지과","02-2116-3943","208214.172","462688.18","127.0952714","37.6636719",""
"102","용마폭포공원","경기도 구리시와 중랑구 망우동 광진구 중곡동 광장동에 광범위하게 걸쳐 있는 공원으로 산이름은 아차산(峨嵯山)으로 이는 원래 명칭은 阿旦山인데 임금이름을 피하여 아차산(亞且山)으로 불렀다. 이후 『세종실록』지리지에 지금의 이름인 峨嵯山으로 정착되었으며 용마공원은 아차산의 최고봉이 용마봉의 이름을 따서 지어졌으며 중랑구쪽은 용마랜드 놀이동산이 있으며 광진구쪽은 워커힐이 있어 산위에 올라보면 서울시 전체를 내려다 볼 수 있고 한강의 푸른물과 강변의 경관을 내려다 볼 수 있는 공원이다. 용마산은 해발 348m로 아차산의 최고봉으로 면목동 동편에 위치하고 있으며 망우리공원 중곡동 간의 산능선을 따라 이어지는 등산로를 통해 망우리에서 아차산성을 거쳐 어린이 대공원 후문 근처까지 이어진다. ","5107964㎡","1958.2.15","광장 4개소 노인정 수영장 용마폭포공원 ","","http://parks.seoul.go.kr/template/common/img/park_info/78_yongma/yongma_guide.jpg","지하철 7호선 용마산역 2번 출구 5호선 아차산역 1번 출구  버스(G 지선 B 간선 R 광역 Y 순환) 용마폭포공원 하차 G 1213 2012 B 320  주차장 주차가능 수 : 72 대 주차장 면적 : 2400㎡ ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1874","중랑구","서울특별시 중랑구 면목동 산1-4 ","중랑구청 공원녹지과","02-2094-2965","207876.919","452652.907","127.0905888","37.5731968",""
